"vuosi","syrtun","oty","toimiala","SLHKY","sllvy"
3,"0005675",1,"D","5","6"
3,"0005681",1,"K","1","1"
3,"0005684",1,"F","3","5"
3,"0005688",1,"O","4","1"
3,"0005691",1,"G","6","7"
3,"0005695",1,"G","1","5"
3,"0005702",1,"G","4","6"
3,"0005704",1,"G","7","8"
3,"0005705",1,"G","4","6"
3,"0005707",5,"D","7","8"
3,"0005709",1,"F","5","6"
3,"0005710",3,"K","7","6"
3,"0005713",1,"G","1","3"
3,"0005716",1,"A","5","6"
3,"0005718",1,"F","2","5"
3,"0005719",1,"K","2","4"
3,"0005722",1,"I","3","5"
3,"0005723",1,"G","6","7"
3,"0005724",1,"F","3","5"
3,"0005728",1,"G","3","5"
3,"0005729",3,"L","7","1"
3,"0005730",1,"D","1","4"
3,"0005731",1,"E","5","6"
3,"0005733",3,"L","8","1"
3,"0005734",1,"G","1","4"
3,"0005737",1,"G","2","5"
3,"0005738",1,"F","3","5"
3,"0005739",3,"L","7","1"
3,"0005748",1,"H","2","5"
3,"0005753",2,"A","5","6"
3,"0005754",1,"M","5","1"
3,"0005758",1,"D","3","5"
3,"0005759",1,"K","3","5"
3,"0005760",1,"D","4","6"
3,"0005765",1,"D","6","7"
3,"0005766",1,"I","1","3"
3,"0005767",1,"G","4","7"
3,"0005768",1,"D","7","8"
3,"0005770",1,"F","1","4"
3,"0005771",1,"I","3","5"
3,"0005773",1,"D","9","8"
3,"0005776",3,"L","7","1"
3,"0005777",1,"D","4","6"
3,"0005778",1,"G","1","2"
3,"0005779",1,"G","1","4"
3,"0005782",1,"D","4","5"
3,"0005786",1,"D","2","4"
3,"0005787",1,"F","1","2"
3,"0005788",1,"I","2","4"
3,"0005795",3,"L","9","1"
3,"0005797",1,"G","6","7"
3,"0005798",1,"K","3","4"
3,"0005802",1,"I","4","5"
3,"0005804",1,"I","1","4"
3,"0005805",1,"D","5","6"
3,"0005806",1,"D","7","7"
3,"0005807",3,"N","9","1"
3,"0005812",3,"M","5","1"
3,"0005814",1,"I","3","5"
3,"0005819",1,"I","1","3"
3,"0005820",1,"D","2","6"
3,"0005822",1,"G","2","6"
3,"0005823",1,"G","3","6"
3,"0005824",1,"D","1","3"
3,"0005825",1,"F","2","4"
3,"0005826",1,"D","3","5"
3,"0005827",1,"N","6","1"
3,"0005828",1,"O","1","1"
3,"0005830",1,"D","1","4"
3,"0005834",1,"K","3","5"
3,"0005835",1,"K","6","6"
3,"0005836",1,"G","6","8"
3,"0005837",1,"G","7","8"
3,"0005845",1,"H","4","5"
3,"0005846",1,"O","5","1"
3,"0005851",1,"I","1","4"
3,"0005852",1,"O","1","1"
3,"0005853",1,"G","2","5"
3,"0005861",1,"D","1","2"
3,"0005862",1,"G","4","6"
3,"0005863",1,"K","3","5"
3,"0005864",1,"D","3","5"
3,"0005866",1,"F","3","5"
3,"0005868",1,"D","4","5"
3,"0005871",1,"D","7","7"
3,"0005872",1,"G","3","6"
3,"0005873",1,"D","1","5"
3,"0005874",1,"F","1","4"
3,"0005875",2,"D","5","6"
3,"0005878",1,"E","1","2"
3,"0005879",5,"G","2","6"
3,"0005880",1,"N","2","1"
3,"0005881",1,"I","4","6"
3,"0005883",3,"I","6","6"
3,"0005886",1,"G","1","4"
3,"0005888",1,"I","4","6"
3,"0005890",1,"G","4","7"
3,"0005891",1,"N","5","1"
3,"0005894",1,"F","1","4"
3,"0005897",1,"N","4","1"
3,"0005898",1,"F","2","5"
3,"0005902",1,"G","3","6"
3,"0005903",1,"F","2","4"
3,"0005905",1,"D","1","4"
3,"0005907",1,"D","1","4"
3,"0005908",1,"D","9","9"
3,"0005913",1,"O","1","1"
3,"0005916",1,"K","1","2"
3,"0005919",1,"D","7","7"
3,"0005920",1,"H","1","1"
3,"0005922",1,"O","4","1"
3,"0005923",3,"N","9","1"
3,"0005924",1,"D","2","5"
3,"0005927",1,"K","4","6"
3,"0005929",1,"D","4","5"
3,"0005930",1,"G","7","9"
3,"0005931",1,"G","1","2"
3,"0005933",1,"D","4","6"
3,"0005934",5,"K","4","6"
3,"0005935",1,"O","1","1"
3,"0005937",1,"N","2","4"
3,"0005939",1,"F","3","5"
3,"0005942",1,"G","1","4"
3,"0005944",1,"F","1","3"
3,"0005945",3,"L","7","1"
3,"0005946",1,"D","4","6"
3,"0005947",5,"K","7","8"
3,"0005949",1,"J","1","1"
3,"0005951",5,"G","8","8"
3,"0005952",1,"G","5","6"
3,"0005954",1,"G","1","2"
3,"0005955",3,"L","8","1"
3,"0005956",1,"F","1","4"
3,"0005957",1,"K","7","7"
3,"0005959",1,"F","2","5"
3,"0005961",1,"I","4","6"
3,"0005962",1,"K","4","5"
3,"0005965",1,"O","1","1"
3,"0005973",1,"G","2","5"
3,"0005974",3,"L","8","1"
3,"0005976",1,"O","1","1"
3,"0005982",1,"D","4","6"
3,"0005988",5,"D","9","9"
3,"0005990",1,"K","4","6"
3,"0005993",1,"G","2","5"
3,"0005995",1,"F","4","6"
3,"0005996",1,"D","5","7"
3,"0005997",1,"I","1","4"
3,"0005998",5,"G","3","6"
3,"0005999",1,"I","2","4"
3,"0006001",1,"D","7","8"
3,"0006004",1,"O","1","1"
3,"0006007",1,"D","2","5"
3,"0006009",1,"K","4","6"
3,"0006010",1,"O","1","2"
3,"0006011",1,"G","2","5"
3,"0006012",1,"K","4","6"
3,"0006013",1,"G","5","7"
3,"0006014",1,"I","1","4"
3,"0006015",1,"H","3","5"
3,"0006016",1,"D","9","9"
3,"0006018",2,"I","9","9"
3,"0006021",1,"I","5","6"
3,"0006024",1,"G","3","6"
3,"0006025",2,"D","9","9"
3,"0006027",3,"L","8","1"
3,"0006031",1,"D","7","7"
3,"0006034",1,"K","2","4"
3,"0006035",1,"G","1","5"
3,"0006037",1,"O","4","1"
3,"0006038",1,"D","5","6"
3,"0006040",1,"H","2","4"
3,"0006041",1,"G","7","8"
3,"0006042",1,"H","1","2"
3,"0006044",1,"N","3","1"
3,"0006046",1,"D","2","5"
3,"0006049",1,"K","2","1"
3,"0006050",1,"H","3","6"
3,"0006051",1,"N","2","4"
3,"0006053",3,"L","9","1"
3,"0006054",1,"F","4","6"
3,"0006057",1,"I","7","7"
3,"0006059",1,"K","2","4"
3,"0006060",1,"N","1","1"
3,"0006061",1,"H","6","6"
3,"0006062",1,"K","2","5"
3,"0006065",1,"G","6","7"
3,"0006069",1,"H","2","4"
3,"0006071",3,"L","9","1"
3,"0006073",1,"K","4","5"
3,"0006074",1,"D","4","6"
3,"0006075",1,"G","1","2"
3,"0006079",1,"K","3","5"
3,"0006080",1,"O","5","6"
3,"0006085",1,"G","4","6"
3,"0006086",1,"D","2","4"
3,"0006087",1,"N","2","1"
3,"0006089",3,"L","6","1"
3,"0006090",1,"D","4","5"
3,"0006091",1,"H","3","5"
3,"0006092",1,"O","5","1"
3,"0006093",1,"G","1","4"
3,"0006094",1,"D","5","6"
3,"0006100",2,"I","7","8"
3,"0006103",1,"F","2","5"
3,"0006104",1,"H","1","4"
3,"0006105",1,"G","9","9"
3,"0006108",1,"O","1","2"
3,"0006112",1,"G","5","8"
3,"0006114",1,"D","1","4"
3,"0006123",1,"F","6","7"
3,"0006125",1,"D","8","8"
3,"0006127",1,"F","2","5"
3,"0006130",3,"L","7","1"
3,"0006134",1,"I","7","7"
3,"0006135",1,"D","1","4"
3,"0006140",3,"L","7","1"
3,"0006141",1,"D","2","5"
3,"0006149",1,"G","1","4"
3,"0006150",1,"I","1","2"
3,"0006152",1,"D","7","7"
3,"0006153",1,"G","2","5"
3,"0006155",5,"K","5","6"
3,"0006156",1,"G","1","4"
3,"0006157",1,"D","6","7"
3,"0006159",1,"K","2","4"
3,"0006160",1,"F","1","2"
3,"0006161",1,"N","1","4"
3,"0006163",1,"O","1","1"
3,"0006172",1,"F","5","6"
3,"0006174",1,"D","6","7"
3,"0006179",1,"N","2","1"
3,"0006180",1,"G","4","7"
3,"0006181",2,"E","9","9"
3,"0006182",3,"L","7","1"
3,"0006184",1,"D","4","6"
3,"0006188",1,"D","3","6"
3,"0006193",1,"N","3","1"
3,"0006195",1,"K","2","4"
3,"0006196",1,"D","2","4"
3,"0006201",1,"D","4","6"
3,"0006204",1,"O","2","5"
3,"0006207",1,"K","1","2"
3,"0006208",3,"M","5","1"
3,"0006209",1,"G","1","3"
3,"0006210",1,"O","5","1"
3,"0006211",1,"G","2","5"
3,"0006212",1,"I","3","5"
3,"0006213",1,"D","1","2"
3,"0006217",1,"H","4","5"
3,"0006218",5,"K","5","7"
3,"0006220",1,"J","6","1"
3,"0006226",2,"D","9","9"
3,"0006228",1,"D","3","5"
3,"0006230",1,"O","1","1"
3,"0006231",1,"D","3","5"
3,"0006233",1,"J","4","1"
3,"0006235",1,"K","1","5"
3,"0006237",1,"F","1","3"
3,"0006238",1,"A","1","4"
3,"0006239",3,"N","7","1"
3,"0006245",1,"G","1","5"
3,"0006251",2,"H","7","7"
3,"0006254",1,"N","7","7"
3,"0006255",3,"N","7","1"
3,"0006258",1,"K","1","2"
3,"0006260",1,"D","3","6"
3,"0006268",1,"H","1","4"
3,"0006270",1,"D","4","5"
3,"0006272",3,"L","8","1"
3,"0006273",1,"G","2","5"
3,"0006274",1,"A","2","1"
3,"0006275",1,"D","4","5"
3,"0006276",1,"G","3","5"
3,"0006280",1,"D","4","5"
3,"0006282",1,"O","6","1"
3,"0006287",3,"L","7","1"
3,"0006290",1,"D","1","4"
3,"0006291",1,"C","1","3"
3,"0006294",1,"F","2","4"
3,"0006299",1,"G","4","6"
3,"0006301",1,"F","5","6"
3,"0006311",1,"F","2","5"
3,"0006313",1,"H","2","5"
3,"0006319",1,"K","6","6"
3,"0006320",1,"D","1","4"
3,"0006322",3,"L","6","1"
3,"0006323",1,"G","1","5"
3,"0006324",1,"F","1","4"
3,"0006328",1,"K","7","7"
3,"0006332",1,"K","2","5"
3,"0006333",1,"G","3","6"
3,"0006336",1,"D","2","5"
3,"0006338",2,"D","4","5"
3,"0006340",1,"K","4","4"
3,"0006343",1,"G","1","4"
3,"0006345",1,"O","4","1"
3,"0006347",1,"G","1","3"
3,"0006351",1,"I","4","5"
3,"0006352",1,"D","1","3"
3,"0006355",1,"D","1","3"
3,"0006356",1,"D","4","7"
3,"0006357",1,"K","5","6"
3,"0006358",1,"G","7","8"
3,"0006361",5,"D","6","7"
3,"0006362",1,"D","4","5"
3,"0006366",3,"L","7","1"
3,"0006367",1,"K","1","2"
3,"0006368",1,"K","1","4"
3,"0006369",1,"G","7","8"
3,"0006375",1,"G","1","3"
3,"0006376",1,"D","7","7"
3,"0006378",1,"K","2","4"
3,"0006379",1,"D","9","8"
3,"0006385",1,"K","3","1"
3,"0006391",1,"O","2","4"
3,"0006393",1,"N","3","1"
3,"0006394",1,"G","1","4"
3,"0006395",1,"K","1","4"
3,"0006397",1,"F","1","5"
3,"0006400",1,"N","1","2"
3,"0006401",1,"G","1","4"
3,"0006402",1,"F","7","8"
3,"0006404",1,"D","1","3"
3,"0006405",1,"K","3","5"
3,"0006407",1,"G","5","7"
3,"0006414",1,"I","1","2"
3,"0006415",1,"G","2","5"
3,"0006416",1,"D","1","3"
3,"0006419",2,"D","4","5"
3,"0006420",1,"G","4","6"
3,"0006429",1,"K","1","2"
3,"0006431",1,"J","1","1"
3,"0006432",2,"D","8","8"
3,"0006436",1,"D","4","6"
3,"0006439",1,"K","2","4"
3,"0006443",1,"D","3","5"
3,"0006444",1,"I","2","5"
3,"0006448",1,"F","3","5"
3,"0006450",3,"L","6","1"
3,"0006451",1,"O","3","5"
3,"0006454",1,"D","3","5"
3,"0006455",1,"G","6","8"
3,"0006459",3,"L","9","1"
3,"0006461",1,"G","2","5"
3,"0006462",1,"O","7","1"
3,"0006465",1,"G","2","5"
3,"0006469",3,"N","9","1"
3,"0006471",1,"G","1","5"
3,"0006472",1,"O","5","1"
3,"0006473",1,"G","1","3"
3,"0006475",1,"G","1","4"
3,"0006478",1,"I","2","4"
3,"0006479",1,"I","4","5"
3,"0006482",1,"D","8","8"
3,"0006484",1,"G","2","6"
3,"0006485",1,"F","1","4"
3,"0006489",1,"K","1","3"
3,"0006490",1,"I","1","4"
3,"0006495",3,"L","9","1"
3,"0006496",1,"A","1","4"
3,"0006497",1,"D","4","6"
3,"0006500",1,"D","4","6"
3,"0006501",1,"F","3","5"
3,"0006503",1,"K","4","6"
3,"0006504",1,"G","4","6"
3,"0006505",1,"J","9","1"
3,"0006507",1,"K","3","4"
3,"0006508",1,"H","1","4"
3,"0006512",1,"D","2","4"
3,"0006516",1,"D","8","8"
3,"0006517",1,"N","1","4"
3,"0006525",1,"G","4","6"
3,"0006527",1,"I","1","3"
3,"0006530",1,"K","8","8"
3,"0006531",1,"D","7","8"
3,"0006533",1,"O","3","1"
3,"0006534",3,"L","7","1"
3,"0006537",1,"G","4","6"
3,"0006540",1,"N","1","3"
3,"0006541",1,"D","9","9"
3,"0006547",1,"D","1","4"
3,"0006548",1,"D","1","4"
3,"0006550",1,"G","1","2"
3,"0006551",1,"F","1","3"
3,"0006552",1,"G","4","6"
3,"0006556",1,"A","1","3"
3,"0006557",1,"O","3","1"
3,"0006559",1,"G","3","5"
3,"0006566",1,"H","7","7"
3,"0006567",1,"I","1","3"
3,"0006569",1,"F","1","4"
3,"0006571",2,"M","9","1"
3,"0006572",1,"I","1","4"
3,"0006573",1,"D","1","4"
3,"0006575",1,"N","4","1"
3,"0006578",2,"D","9","9"
3,"0006580",1,"D","6","6"
3,"0006582",1,"K","2","5"
3,"0006583",1,"O","2","1"
3,"0006585",1,"D","4","6"
3,"0006587",1,"F","2","4"
3,"0006591",1,"O","4","1"
3,"0006593",1,"G","3","5"
3,"0006595",1,"F","1","3"
3,"0006600",1,"D","5","6"
3,"0006601",1,"O","6","1"
3,"0006604",1,"K","4","5"
3,"0006605",1,"G","5","7"
3,"0006606",3,"L","6","1"
3,"0006607",3,"L","8","1"
3,"0006609",1,"O","3","5"
3,"0006610",1,"D","3","5"
3,"0006616",1,"K","4","6"
3,"0006617",1,"K","4","5"
3,"0006618",1,"G","2","5"
3,"0006619",1,"I","1","2"
3,"0006621",1,"I","4","6"
3,"0006622",1,"D","6","6"
3,"0006625",1,"O","4","1"
3,"0006626",1,"N","3","1"
3,"0006627",1,"M","1","1"
3,"0006629",1,"G","1","3"
3,"0006631",1,"K","4","5"
3,"0006632",1,"G","1","3"
3,"0006633",1,"H","4","6"
3,"0006634",1,"G","1","3"
3,"0006635",1,"G","3","5"
3,"0006636",1,"G","4","6"
3,"0006639",1,"K","5","6"
3,"0006640",1,"G","2","5"
3,"0006643",3,"N","9","1"
3,"0006645",1,"K","3","4"
3,"0006648",1,"K","7","7"
3,"0006655",3,"L","7","1"
3,"0006656",5,"G","7","8"
3,"0006661",1,"D","3","5"
3,"0006662",1,"H","2","4"
3,"0006663",5,"J","3","1"
3,"0006664",1,"F","1","4"
3,"0006666",3,"L","8","1"
3,"0006669",1,"O","3","5"
3,"0006673",1,"N","4","1"
3,"0006675",1,"G","8","9"
3,"0006679",1,"O","1","3"
3,"0006686",1,"J","4","1"
3,"0006687",1,"D","3","5"
3,"0006690",1,"F","2","4"
3,"0006692",1,"E","5","7"
3,"0006696",1,"G","5","6"
3,"0006697",1,"H","9","8"
3,"0006700",1,"D","2","5"
3,"0006701",1,"O","5","1"
3,"0006702",1,"D","4","6"
3,"0006704",1,"D","1","3"
3,"0006707",3,"L","9","1"
3,"0006711",1,"G","3","5"
3,"0006714",1,"N","2","1"
3,"0006715",1,"D","4","6"
3,"0006717",3,"L","7","1"
3,"0006720",1,"G","3","6"
3,"0006721",1,"K","5","5"
3,"0006724",1,"G","2","5"
3,"0006731",1,"D","3","5"
3,"0006734",1,"I","7","8"
3,"0006735",1,"K","1","3"
3,"0006737",1,"H","4","5"
3,"0006738",1,"M","2","1"
3,"0006740",1,"K","4","6"
3,"0006747",1,"K","2","4"
3,"0006752",1,"O","4","1"
3,"0006754",1,"F","1","4"
3,"0006757",1,"I","5","6"
3,"0006758",1,"D","3","5"
3,"0006759",1,"I","4","6"
3,"0006762",2,"I","6","7"
3,"0006765",1,"H","1","4"
3,"0006768",1,"D","4","5"
3,"0006769",1,"N","3","1"
3,"0006774",1,"I","1","3"
3,"0006776",1,"H","6","6"
3,"0006777",1,"O","1","2"
3,"0006778",1,"G","7","8"
3,"0006779",1,"K","2","5"
3,"0006780",1,"D","4","5"
3,"0006781",1,"F","4","6"
3,"0006784",2,"D","6","6"
3,"0006788",1,"G","3","5"
3,"0006789",1,"F","7","7"
3,"0006793",1,"N","3","1"
3,"0006794",1,"G","3","5"
3,"0006800",1,"K","1","1"
3,"0006804",1,"I","2","5"
3,"0006805",3,"L","8","1"
3,"0006809",3,"N","9","1"
3,"0006813",1,"D","3","5"
3,"0006814",1,"H","1","4"
3,"0006816",3,"L","6","1"
3,"0006818",1,"G","4","6"
3,"0006819",1,"O","8","1"
3,"0006823",3,"L","7","1"
3,"0006824",1,"D","5","6"
3,"0006825",1,"G","2","6"
3,"0006831",1,"D","4","6"
3,"0006833",1,"N","4","1"
3,"0006834",3,"L","6","1"
3,"0006836",1,"G","2","5"
3,"0006840",1,"D","4","5"
3,"0006841",1,"F","5","7"
3,"0006842",1,"M","4","1"
3,"0006844",1,"K","4","6"
3,"0006847",3,"N","6","1"
3,"0006848",1,"K","4","5"
3,"0006850",1,"H","2","5"
3,"0006851",1,"G","4","5"
3,"0006852",3,"L","8","1"
3,"0006853",1,"D","6","7"
3,"0006854",1,"D","2","4"
3,"0006855",1,"O","1","1"
3,"0006858",1,"D","4","5"
3,"0006859",1,"D","8","8"
3,"0006860",1,"O","2","4"
3,"0006862",1,"I","2","5"
3,"0006864",1,"F","2","5"
3,"0006867",1,"F","2","4"
3,"0006868",1,"K","1","1"
3,"0006869",1,"D","2","4"
3,"0006871",1,"D","2","5"
3,"0006874",5,"G","2","5"
3,"0006875",1,"D","9","8"
3,"0006876",1,"I","1","2"
3,"0006879",5,"G","3","6"
3,"0006880",1,"G","4","6"
3,"0006881",1,"G","2","5"
3,"0006883",1,"D","4","6"
3,"0006887",1,"G","3","5"
3,"0006894",1,"D","6","6"
3,"0006895",1,"K","2","4"
3,"0006899",1,"G","3","5"
3,"0006901",1,"K","1","2"
3,"0006902",1,"D","4","6"
3,"0006904",1,"G","3","6"
3,"0006905",1,"D","5","6"
3,"0006910",1,"G","8","9"
3,"0006912",1,"D","4","6"
3,"0006914",1,"G","4","6"
3,"0006921",1,"K","2","4"
3,"0006922",1,"K","1","2"
3,"0006925",1,"N","4","1"
3,"0006927",1,"G","3","5"
3,"0006929",1,"D","1","3"
3,"0006933",1,"D","6","6"
3,"0006934",1,"D","1","3"
3,"0006937",1,"D","6","6"
3,"0006938",1,"D","5","6"
3,"0006940",1,"J","5","1"
3,"0006941",1,"G","1","5"
3,"0006944",1,"D","1","4"
3,"0006946",1,"G","1","4"
3,"0006947",1,"G","2","5"
3,"0006950",1,"G","1","3"
3,"0006951",1,"I","3","5"
3,"0006952",1,"G","1","3"
3,"0006955",1,"G","4","6"
3,"0006956",1,"G","5","7"
3,"0006958",1,"K","2","4"
3,"0006959",1,"F","4","6"
3,"0006960",1,"O","1","1"
3,"0006963",1,"H","2","4"
3,"0006964",1,"K","1","2"
3,"0006966",1,"K","4","5"
3,"0006967",1,"K","4","5"
3,"0006968",1,"M","5","1"
3,"0006970",1,"K","1","2"
3,"0006972",1,"D","9","8"
3,"0006981",1,"N","1","4"
3,"0006983",1,"H","4","5"
3,"0006984",1,"G","4","7"
3,"0006985",1,"G","2","5"
3,"0006986",1,"I","3","5"
3,"0006987",1,"N","7","1"
3,"0006989",3,"L","6","1"
3,"0006990",3,"N","7","1"
3,"0006993",2,"D","5","7"
3,"0006994",1,"D","7","7"
3,"0006998",3,"E","6","7"
3,"0006999",1,"K","4","6"
3,"0007003",1,"D","3","5"
3,"0007004",1,"F","2","5"
3,"0007005",1,"D","2","4"
3,"0007008",1,"O","3","5"
3,"0007009",1,"G","1","3"
3,"0007010",1,"I","1","2"
3,"0007011",3,"E","4","6"
3,"0007012",1,"F","1","2"
3,"0007013",1,"K","3","4"
3,"0007014",2,"M","9","1"
3,"0007016",1,"K","6","1"
3,"0007019",1,"I","4","6"
3,"0007021",1,"K","3","5"
3,"0007022",1,"G","1","3"
3,"0007023",1,"G","2","5"
3,"0007026",1,"D","4","5"
3,"0007027",1,"G","6","7"
3,"0007030",1,"G","1","4"
3,"0007032",1,"I","6","6"
3,"0007033",1,"G","2","5"
3,"0007035",1,"A","1","5"
3,"0007037",5,"D","7","8"
3,"0007044",1,"K","6","6"
3,"0007046",1,"G","2","5"
3,"0007053",1,"G","2","4"
3,"0007054",1,"D","7","7"
3,"0007055",1,"G","2","5"
3,"0007056",5,"G","3","6"
3,"0007057",1,"G","2","5"
3,"0007059",1,"N","3","1"
3,"0007060",1,"G","2","5"
3,"0007061",1,"D","1","2"
3,"0007067",1,"D","1","4"
3,"0007068",1,"D","2","5"
3,"0007069",1,"K","3","5"
3,"0007071",1,"G","1","5"
3,"0007072",1,"G","4","6"
3,"0007074",1,"K","1","1"
3,"0007075",1,"D","1","3"
3,"0007076",1,"N","3","1"
3,"0007077",1,"I","1","3"
3,"0007078",1,"G","2","5"
3,"0007080",1,"D","1","3"
3,"0007082",1,"I","2","5"
3,"0007089",1,"D","2","5"
3,"0007093",1,"D","2","4"
3,"0007094",1,"G","2","5"
3,"0007096",3,"L","8","1"
3,"0007098",5,"G","6","7"
3,"0007099",1,"A","4","5"
3,"0007102",1,"N","5","1"
3,"0007105",1,"D","6","8"
3,"0007106",1,"D","1","4"
3,"0007107",1,"D","1","4"
3,"0007109",1,"D","5","6"
3,"0007111",1,"F","5","6"
3,"0007112",3,"N","7","1"
3,"0007115",1,"H","2","4"
3,"0007116",1,"O","1","2"
3,"0007117",1,"I","5","5"
3,"0007118",1,"G","3","6"
3,"0007120",3,"K","6","5"
3,"0007125",1,"K","2","4"
3,"0007126",1,"G","1","4"
3,"0007127",3,"L","7","1"
3,"0007128",1,"K","7","8"
3,"0007129",1,"K","4","5"
3,"0007131",1,"F","1","4"
3,"0007132",1,"N","4","1"
3,"0007133",1,"G","6","7"
3,"0007141",1,"D","3","5"
3,"0007142",1,"O","3","5"
3,"0007145",1,"F","4","5"
3,"0007147",3,"L","9","1"
3,"0007149",1,"H","1","4"
3,"0007151",1,"G","4","6"
3,"0007152",1,"A","1","4"
3,"0007153",1,"K","3","5"
3,"0007155",3,"L","7","1"
3,"0007156",1,"O","3","1"
3,"0007157",1,"G","3","5"
3,"0007158",1,"D","3","4"
3,"0007161",3,"L","5","1"
3,"0007164",3,"L","7","1"
3,"0007165",1,"D","8","7"
3,"0007167",1,"D","4","5"
3,"0007169",1,"O","3","1"
3,"0007173",1,"K","1","2"
3,"0007176",1,"D","9","9"
3,"0007177",1,"D","4","6"
3,"0007180",1,"E","7","8"
3,"0007181",1,"G","4","6"
3,"0007183",1,"D","3","5"
3,"0007184",1,"K","2","5"
3,"0007185",3,"L","9","1"
3,"0007188",1,"D","7","7"
3,"0007189",1,"F","2","4"
3,"0007190",2,"D","7","8"
3,"0007191",1,"G","1","4"
3,"0007193",1,"F","1","3"
3,"0007194",5,"K","3","5"
3,"0007199",1,"K","4","6"
3,"0007211",3,"L","9","1"
3,"0007214",1,"D","7","7"
3,"0007216",1,"I","8","7"
3,"0007220",2,"D","6","6"
3,"0007222",3,"L","9","1"
3,"0007225",1,"D","6","7"
3,"0007226",1,"I","1","4"
3,"0007227",3,"L","6","1"
3,"0007228",1,"G","3","6"
3,"0007233",3,"L","5","1"
3,"0007235",1,"H","1","2"
3,"0007237",1,"I","6","6"
3,"0007240",1,"O","2","1"
3,"0007241",1,"G","2","5"
3,"0007242",5,"K","6","7"
3,"0007243",1,"G","1","4"
3,"0007244",1,"G","4","6"
3,"0007247",1,"D","6","7"
3,"0007248",1,"J","8","1"
3,"0007249",1,"F","1","4"
3,"0007250",1,"O","1","2"
3,"0007251",3,"N","4","1"
3,"0007253",2,"D","5","7"
3,"0007255",3,"L","7","1"
3,"0007256",1,"F","4","6"
3,"0007257",1,"F","1","3"
3,"0007258",2,"L","9","1"
3,"0007262",1,"K","4","5"
3,"0007263",1,"I","1","4"
3,"0007265",1,"N","3","5"
3,"0007267",3,"L","8","1"
3,"0007273",1,"K","1","3"
3,"0007275",3,"L","7","1"
3,"0007276",1,"G","4","6"
3,"0007278",1,"K","6","6"
3,"0007279",1,"G","3","6"
3,"0007283",1,"D","3","5"
3,"0007288",1,"O","1","2"
3,"0007291",1,"A","5","6"
3,"0007294",1,"I","1","3"
3,"0007295",1,"D","5","6"
3,"0007296",1,"D","2","4"
3,"0007298",1,"J","5","1"
3,"0007299",1,"D","6","6"
3,"0007300",3,"N","7","1"
3,"0007302",1,"G","4","6"
3,"0007306",2,"G","8","8"
3,"0007307",1,"E","6","8"
3,"0007309",5,"G","5","7"
3,"0007310",1,"N","7","1"
3,"0007313",1,"K","5","5"
3,"0007315",1,"K","1","2"
3,"0007318",1,"M","6","1"
3,"0007319",1,"D","5","6"
3,"0007320",1,"D","1","4"
3,"0007321",3,"N","7","1"
3,"0007323",1,"N","6","6"
3,"0007325",1,"K","1","3"
3,"0007326",1,"G","2","5"
3,"0007327",1,"K","3","4"
3,"0007334",3,"L","8","1"
3,"0007335",1,"D","2","4"
3,"0007337",1,"D","5","6"
3,"0007340",5,"G","6","7"
3,"0007341",1,"G","2","6"
3,"0007345",1,"G","4","5"
3,"0007347",1,"K","2","4"
3,"0007349",1,"G","3","4"
3,"0007350",1,"N","4","1"
3,"0007352",5,"G","6","7"
3,"0007353",3,"L","7","1"
3,"0007355",1,"F","3","5"
3,"0007356",1,"K","3","4"
3,"0007357",5,"D","5","6"
3,"0007358",1,"F","1","3"
3,"0007363",1,"N","1","3"
3,"0007365",1,"O","2","1"
3,"0007366",1,"G","2","5"
3,"0007367",1,"D","5","6"
3,"0007372",3,"L","8","1"
3,"0007373",1,"I","3","5"
3,"0007374",3,"L","6","1"
3,"0007375",1,"F","8","8"
3,"0007379",3,"L","7","1"
3,"0007383",1,"O","5","1"
3,"0007384",1,"F","1","4"
3,"0007387",1,"O","2","4"
3,"0007389",1,"D","7","7"
3,"0007392",3,"L","7","1"
3,"0007393",1,"D","2","5"
3,"0007396",1,"O","3","1"
3,"0007397",1,"D","8","8"
3,"0007400",1,"K","1","4"
3,"0007402",1,"D","1","2"
3,"0007405",1,"G","1","3"
3,"0007406",1,"G","4","6"
3,"0007407",5,"G","7","9"
3,"0007409",1,"N","3","1"
3,"0007411",1,"K","2","4"
3,"0007412",1,"J","7","1"
3,"0007414",1,"G","3","6"
3,"0007415",1,"D","5","6"
3,"0007424",1,"K","1","1"
3,"0007431",1,"G","4","5"
3,"0007436",1,"D","7","8"
3,"0007438",1,"I","1","4"
3,"0007441",1,"D","2","5"
3,"0007446",3,"M","7","1"
3,"0007447",1,"K","5","6"
3,"0007448",1,"F","3","6"
3,"0007449",1,"K","4","5"
3,"0007453",1,"D","5","6"
3,"0007457",1,"G","1","4"
3,"0007458",1,"K","1","4"
3,"0007459",1,"G","2","4"
3,"0007460",3,"L","7","1"
3,"0007462",1,"G","5","7"
3,"0007464",1,"F","1","4"
3,"0007466",1,"D","2","4"
3,"0007467",1,"H","1","4"
3,"0007469",1,"I","1","2"
3,"0007470",1,"O","3","5"
3,"0007472",1,"F","1","2"
3,"0007473",1,"O","4","1"
3,"0007475",1,"J","4","1"
3,"0007478",1,"G","2","5"
3,"0007481",3,"L","8","1"
3,"0007482",1,"I","3","4"
3,"0007485",1,"I","1","3"
3,"0007486",1,"D","5","6"
3,"0007488",5,"G","2","6"
3,"0007490",3,"L","9","1"
