"vuosi","syrtun","oty","toimiala","SLHKY","sllvy"
7,"0004690",1,"D","2","6"
7,"0004693",1,"G","8","9"
7,"0004694",1,"G","5","7"
7,"0004695",1,"G","5","8"
7,"0004697",1,"N","1","1"
7,"0004699",1,"K","2","5"
7,"0004700",5,"J","5","1"
7,"0004701",1,"K","1","3"
7,"0004703",1,"G","1","5"
7,"0004704",5,"G","4","6"
7,"0004705",1,"N","3","1"
7,"0004706",1,"G","2","6"
7,"0004708",1,"A","2","1"
7,"0004709",1,"K","7","7"
7,"0004710",1,"H","3","5"
7,"0004712",1,"G","1","5"
7,"0004717",3,"M","6","1"
7,"0004718",1,"D","7","7"
7,"0004721",1,"G","1","4"
7,"0004725",1,"I","1","4"
7,"0004726",1,"G","2","6"
7,"0004727",1,"D","1","4"
7,"0004728",1,"F","3","5"
7,"0004729",1,"G","4","6"
7,"0004730",1,"K","3","5"
7,"0004732",1,"G","3","6"
7,"0004735",1,"I","6","6"
7,"0004736",1,"F","1","4"
7,"0004739",1,"H","3","5"
7,"0004740",1,"K","3","5"
7,"0004741",5,"G","4","6"
7,"0004743",1,"K","1","2"
7,"0004744",1,"N","3","5"
7,"0004745",1,"D","5","6"
7,"0004747",1,"K","1","3"
7,"0004749",1,"I","7","7"
7,"0004750",1,"K","3","4"
7,"0004752",5,"D","7","8"
7,"0004753",1,"N","4","1"
7,"0004754",5,"D","7","8"
7,"0004755",3,"L","4","1"
7,"0004757",1,"G","3","5"
7,"0004762",1,"D","1","4"
7,"0004765",1,"K","1","4"
7,"0004766",1,"D","7","7"
7,"0004767",1,"F","5","6"
7,"0004770",1,"E","1","7"
7,"0004772",1,"K","7","7"
7,"0004774",1,"H","8","8"
7,"0004776",1,"K","1","2"
7,"0004777",1,"N","1","4"
7,"0004780",1,"D","8","8"
7,"0004787",1,"F","1","3"
7,"0004790",1,"I","1","4"
7,"0004792",1,"K","2","4"
7,"0004793",1,"D","4","6"
7,"0004794",3,"L","9","1"
7,"0004795",1,"D","1","4"
7,"0004796",1,"H","4","5"
7,"0004799",5,"I","6","6"
7,"0004801",1,"D","7","8"
7,"0004802",1,"D","5","6"
7,"0004803",1,"F","4","6"
7,"0004804",1,"F","3","5"
7,"0004805",1,"A","3","1"
7,"0004806",1,"O","3","1"
7,"0004808",1,"M","3","1"
7,"0004811",1,"D","4","6"
7,"0004814",1,"D","5","6"
7,"0004815",5,"G","2","6"
7,"0004816",1,"H","1","4"
7,"0004817",1,"O","5","6"
7,"0004818",1,"J","8","1"
7,"0004819",1,"D","7","7"
7,"0004820",1,"O","2","1"
7,"0004822",2,"L","1","1"
7,"0004823",1,"I","4","5"
7,"0004824",1,"O","2","1"
7,"0004825",5,"G","1","4"
7,"0004828",1,"K","5","5"
7,"0004830",1,"I","1","3"
7,"0004831",1,"O","3","6"
7,"0004832",1,"F","4","6"
7,"0004833",1,"D","7","8"
7,"0004834",1,"K","4","5"
7,"0004838",1,"K","1","4"
7,"0004841",2,"I","4","7"
7,"0004847",1,"D","1","5"
7,"0004849",1,"D","4","6"
7,"0004850",1,"K","4","6"
7,"0004851",1,"D","4","6"
7,"0004857",1,"G","4","7"
7,"0004862",1,"H","1","4"
7,"0004864",1,"F","1","4"
7,"0004867",5,"I","6","7"
7,"0004868",1,"I","5","6"
7,"0004871",1,"F","6","7"
7,"0004876",1,"G","1","5"
7,"0004877",1,"A","3","5"
7,"0004878",1,"N","1","4"
7,"0004884",1,"O","2","4"
7,"0004885",1,"H","1","3"
7,"0004887",5,"D","8","8"
7,"0004889",1,"G","2","6"
7,"0004891",3,"N","7","1"
7,"0004892",1,"D","1","4"
7,"0004893",1,"K","3","5"
7,"0004894",1,"K","4","5"
7,"0004895",1,"K","1","2"
7,"0004897",1,"G","6","7"
7,"0004899",1,"I","1","2"
7,"0004900",1,"N","1","3"
7,"0004903",1,"G","4","6"
7,"0004907",1,"D","6","7"
7,"0004909",1,"G","1","4"
7,"0004910",1,"K","1","4"
7,"0004911",1,"F","3","5"
7,"0004912",1,"K","2","5"
7,"0004914",1,"G","3","6"
7,"0004915",1,"J","4","1"
7,"0004916",1,"N","2","4"
7,"0004918",1,"I","1","3"
7,"0004919",1,"D","6","7"
7,"0004923",5,"G","5","8"
7,"0004926",1,"F","2","5"
7,"0004930",1,"D","7","7"
7,"0004931",5,"G","5","7"
7,"0004932",1,"I","2","4"
7,"0004936",1,"F","3","5"
7,"0004939",1,"A","1","3"
7,"0004940",1,"J","1","1"
7,"0004941",1,"D","8","8"
7,"0004942",3,"K","2","5"
7,"0004944",3,"L","9","1"
7,"0004945",3,"L","7","1"
7,"0004947",1,"K","3","5"
7,"0004948",1,"G","1","3"
7,"0004949",1,"H","1","3"
7,"0004955",1,"F","2","4"
7,"0004956",1,"O","1","1"
7,"0004958",5,"K","5","8"
7,"0004959",1,"K","1","1"
7,"0004960",1,"M","5","1"
7,"0004961",1,"F","2","5"
7,"0004962",1,"F","4","6"
7,"0004963",1,"K","3","5"
7,"0004964",1,"F","3","5"
7,"0004965",1,"K","2","5"
7,"0004968",1,"H","1","4"
7,"0004970",1,"J","5","1"
7,"0004971",1,"I","7","7"
7,"0004974",3,"L","9","1"
7,"0004978",1,"G","3","5"
7,"0004980",5,"D","9","8"
7,"0004981",3,"L","8","1"
7,"0004983",1,"D","1","4"
7,"0004985",1,"G","4","7"
7,"0004986",1,"G","2","6"
7,"0004988",1,"D","2","5"
7,"0004992",1,"O","3","4"
7,"0004994",3,"L","9","1"
7,"0004996",1,"I","9","8"
7,"0004998",1,"G","3","6"
7,"0004999",1,"F","4","6"
7,"0005002",1,"D","7","8"
7,"0005003",1,"F","3","5"
7,"0005006",3,"L","7","1"
7,"0005013",1,"D","4","5"
7,"0005014",1,"N","6","1"
7,"0005015",1,"D","4","5"
7,"0005016",1,"D","7","8"
7,"0005018",1,"K","3","7"
7,"0005019",1,"G","7","8"
7,"0005022",1,"K","2","5"
7,"0005023",1,"D","1","4"
7,"0005025",1,"D","6","6"
7,"0005026",1,"H","1","4"
7,"0005027",1,"D","3","5"
7,"0005028",3,"L","8","1"
7,"0005030",1,"G","4","6"
7,"0005031",1,"G","2","5"
7,"0005033",1,"J","1","1"
7,"0005039",1,"K","1","4"
7,"0005040",1,"G","1","4"
7,"0005042",1,"D","4","7"
7,"0005045",5,"K","1","5"
7,"0005048",1,"G","4","5"
7,"0005050",1,"D","3","5"
7,"0005051",1,"I","1","3"
7,"0005053",1,"G","8","8"
7,"0005055",1,"F","1","4"
7,"0005059",1,"I","1","4"
7,"0005060",5,"D","8","8"
7,"0005061",1,"K","3","5"
7,"0005064",1,"G","2","5"
7,"0005066",1,"G","2","5"
7,"0005068",3,"L","8","1"
7,"0005075",1,"F","3","6"
7,"0005077",1,"G","3","6"
7,"0005079",1,"K","3","4"
7,"0005081",1,"A","1","4"
7,"0005082",1,"G","3","6"
7,"0005083",1,"D","5","7"
7,"0005086",1,"F","1","4"
7,"0005092",1,"J","8","1"
7,"0005093",1,"K","2","5"
7,"0005094",1,"D","3","6"
7,"0005097",1,"F","4","6"
7,"0005099",1,"I","3","5"
7,"0005102",1,"G","1","5"
7,"0005105",1,"F","1","5"
7,"0005106",1,"F","1","4"
7,"0005107",1,"G","3","6"
7,"0005108",1,"N","4","1"
7,"0005110",1,"K","2","6"
7,"0005113",1,"N","6","1"
7,"0005114",1,"I","5","5"
7,"0005116",1,"D","6","7"
7,"0005117",1,"G","1","5"
7,"0005118",1,"O","5","6"
7,"0005119",1,"D","4","6"
7,"0005124",1,"K","1","4"
7,"0005125",1,"D","7","8"
7,"0005129",3,"N","4","1"
7,"0005130",3,"L","7","1"
7,"0005131",5,"K","5","5"
7,"0005132",1,"N","2","1"
7,"0005133",1,"O","1","2"
7,"0005135",1,"K","5","5"
7,"0005136",1,"I","1","2"
7,"0005137",1,"K","6","6"
7,"0005143",1,"D","7","7"
7,"0005144",1,"O","2","1"
7,"0005145",1,"D","6","8"
7,"0005146",1,"G","4","6"
7,"0005148",1,"G","3","5"
7,"0005149",1,"K","5","6"
7,"0005150",1,"M","3","1"
7,"0005152",3,"L","7","1"
7,"0005153",1,"F","1","4"
7,"0005154",1,"F","1","4"
7,"0005156",1,"F","6","7"
7,"0005158",1,"D","4","5"
7,"0005159",1,"G","4","6"
7,"0005162",1,"A","3","1"
7,"0005163",1,"D","4","7"
7,"0005165",3,"L","8","1"
7,"0005167",5,"D","5","7"
7,"0005169",5,"K","7","7"
7,"0005170",1,"F","4","5"
7,"0005172",1,"O","3","1"
7,"0005174",1,"G","7","8"
7,"0005175",1,"I","2","5"
7,"0005176",1,"G","1","4"
7,"0005177",1,"D","4","6"
7,"0005179",1,"G","4","6"
7,"0005180",1,"H","5","6"
7,"0005181",1,"D","9","9"
7,"0005183",1,"G","7","8"
7,"0005184",5,"K","5","6"
7,"0005185",1,"G","4","6"
7,"0005191",1,"M","4","1"
7,"0005192",1,"G","9","9"
7,"0005195",1,"G","1","5"
7,"0005196",1,"D","4","6"
7,"0005197",1,"G","3","6"
7,"0005198",1,"F","2","5"
7,"0005199",1,"G","1","5"
7,"0005200",1,"D","5","6"
7,"0005201",1,"G","4","6"
7,"0005204",1,"H","2","5"
7,"0005207",1,"O","1","1"
7,"0005208",1,"D","8","8"
7,"0005210",5,"K","5","6"
7,"0005211",1,"A","2","1"
7,"0005212",1,"K","1","4"
7,"0005217",1,"K","6","6"
7,"0005221",1,"F","6","7"
7,"0005222",1,"K","1","2"
7,"0005224",1,"I","1","3"
7,"0005225",5,"J","4","1"
7,"0005230",1,"D","2","5"
7,"0005234",1,"F","5","6"
7,"0005239",1,"G","1","4"
7,"0005241",1,"L","7","1"
7,"0005246",1,"G","1","3"
7,"0005247",1,"G","1","3"
7,"0005248",1,"K","5","5"
7,"0005250",1,"F","4","6"
7,"0005252",1,"A","1","3"
7,"0005253",1,"O","1","1"
7,"0005254",1,"A","3","1"
7,"0005256",1,"D","7","7"
7,"0005260",3,"L","9","1"
7,"0005261",1,"F","1","4"
7,"0005262",1,"F","2","5"
7,"0005264",1,"N","2","1"
7,"0005266",1,"O","1","4"
7,"0005269",1,"D","2","5"
7,"0005270",1,"K","6","8"
7,"0005273",1,"N","4","5"
7,"0005274",1,"O","4","1"
7,"0005275",1,"F","1","3"
7,"0005277",1,"G","5","7"
7,"0005278",1,"D","2","5"
7,"0005279",1,"H","2","5"
7,"0005280",1,"D","8","8"
7,"0005282",1,"M","5","1"
7,"0005283",5,"D","8","8"
7,"0005287",1,"N","5","6"
7,"0005289",1,"D","7","6"
7,"0005290",1,"O","1","4"
7,"0005292",1,"O","3","1"
7,"0005293",1,"G","5","8"
7,"0005294",1,"N","8","1"
7,"0005295",1,"G","2","5"
7,"0005297",1,"I","2","5"
7,"0005298",1,"I","3","5"
7,"0005302",1,"O","1","3"
7,"0005303",5,"G","2","5"
7,"0005304",1,"K","1","1"
7,"0005309",1,"N","3","1"
7,"0005312",5,"D","6","6"
7,"0005313",1,"K","2","4"
7,"0005314",1,"G","3","8"
7,"0005315",1,"I","1","2"
7,"0005316",5,"G","4","9"
7,"0005322",1,"F","1","3"
7,"0005324",1,"F","1","4"
7,"0005325",1,"K","3","5"
7,"0005327",1,"J","3","1"
7,"0005329",1,"G","5","7"
7,"0005331",1,"H","6","6"
7,"0005335",2,"H","5","6"
7,"0005336",1,"I","2","5"
7,"0005337",1,"E","3","5"
7,"0005340",1,"F","1","4"
7,"0005342",1,"D","7","8"
7,"0005343",1,"D","1","5"
7,"0005346",1,"D","8","8"
7,"0005347",1,"G","2","5"
7,"0005348",1,"I","1","5"
7,"0005349",1,"G","5","7"
7,"0005351",2,"D","8","9"
7,"0005354",1,"M","4","1"
7,"0005355",1,"G","1","3"
7,"0005356",1,"M","2","1"
7,"0005358",1,"F","3","6"
7,"0005359",1,"H","3","1"
7,"0005362",1,"G","1","4"
7,"0005364",5,"G","7","8"
7,"0005367",1,"O","6","7"
7,"0005368",1,"I","1","5"
7,"0005370",1,"K","1","3"
7,"0005374",3,"L","7","1"
7,"0005378",1,"A","3","5"
7,"0005380",5,"D","9","8"
7,"0005382",1,"N","4","1"
7,"0005384",1,"F","1","2"
7,"0005386",1,"D","3","5"
7,"0005389",5,"G","5","7"
7,"0005390",1,"N","2","1"
7,"0005391",1,"J","6","1"
7,"0005392",1,"I","1","3"
7,"0005394",1,"D","2","5"
7,"0005397",1,"D","4","5"
7,"0005399",1,"G","2","5"
7,"0005401",1,"H","3","5"
7,"0005402",3,"M","8","1"
7,"0005404",1,"G","4","6"
7,"0005405",1,"F","2","5"
7,"0005406",1,"G","1","3"
7,"0005408",1,"I","3","5"
7,"0005409",1,"D","4","6"
7,"0005410",1,"M","5","1"
7,"0005412",1,"G","8","9"
7,"0005413",1,"D","5","6"
7,"0005414",1,"O","5","1"
7,"0005415",1,"K","1","4"
7,"0005418",1,"O","2","1"
7,"0005419",1,"D","9","8"
7,"0005423",1,"H","2","4"
7,"0005428",1,"N","6","1"
7,"0005433",1,"A","1","4"
7,"0005434",1,"D","3","5"
7,"0005435",1,"A","3","4"
7,"0005436",1,"K","1","3"
7,"0005440",1,"D","1","4"
7,"0005443",1,"H","5","6"
7,"0005450",1,"O","1","1"
7,"0005455",3,"L","9","1"
7,"0005460",1,"O","3","6"
7,"0005465",3,"E","5","7"
7,"0005467",1,"G","5","7"
7,"0005468",1,"I","3","6"
7,"0005472",1,"D","8","8"
7,"0005475",3,"L","8","1"
7,"0005478",1,"H","1","4"
7,"0005479",1,"D","3","5"
7,"0005480",1,"A","1","2"
7,"0005481",1,"O","5","1"
7,"0005484",1,"D","1","4"
7,"0005487",1,"F","1","4"
7,"0005488",1,"D","4","5"
7,"0005489",1,"O","2","1"
7,"0005491",1,"D","2","5"
7,"0005492",1,"G","4","6"
7,"0005494",1,"K","1","4"
7,"0005497",1,"H","1","4"
7,"0005499",1,"D","4","5"
7,"0005501",1,"J","3","1"
7,"0005503",1,"G","3","5"
7,"0005504",3,"L","8","1"
7,"0005506",5,"D","7","7"
7,"0005508",5,"D","4","6"
7,"0005509",5,"D","6","7"
7,"0005513",1,"K","1","4"
7,"0005521",1,"O","2","1"
7,"0005526",1,"D","3","5"
7,"0005528",1,"N","1","1"
7,"0005531",3,"N","7","1"
7,"0005532",1,"F","3","5"
7,"0005534",1,"I","4","6"
7,"0005536",1,"G","2","4"
7,"0005538",1,"G","5","7"
7,"0005539",1,"O","1","1"
7,"0005540",1,"D","4","6"
7,"0005541",1,"D","4","6"
7,"0005542",1,"O","2","1"
7,"0005543",1,"D","4","5"
7,"0005544",1,"O","1","2"
7,"0005545",5,"J","5","1"
7,"0005546",1,"O","1","1"
7,"0005548",1,"D","4","5"
7,"0005549",1,"H","2","4"
7,"0005550",1,"I","5","6"
7,"0005551",1,"G","5","7"
7,"0005552",1,"D","4","6"
7,"0005553",1,"H","7","7"
7,"0005554",1,"H","2","5"
7,"0005556",1,"I","7","7"
7,"0005557",1,"G","7","8"
7,"0005558",1,"K","3","5"
7,"0005561",1,"N","2","4"
7,"0005562",5,"D","9","9"
7,"0005568",1,"I","2","3"
7,"0005570",1,"G","1","5"
7,"0005571",1,"I","1","3"
7,"0005573",1,"G","1","2"
7,"0005574",1,"G","1","4"
7,"0005575",1,"O","3","1"
7,"0005577",1,"D","4","6"
7,"0005578",1,"F","1","4"
7,"0005579",1,"K","2","4"
7,"0005582",1,"M","5","1"
7,"0005583",1,"A","1","4"
7,"0005584",1,"G","4","7"
7,"0005587",1,"D","3","5"
7,"0005591",1,"D","4","5"
7,"0005596",5,"F","4","6"
7,"0005598",1,"F","4","6"
7,"0005599",1,"D","3","6"
7,"0005601",1,"F","4","6"
7,"0005603",1,"F","2","4"
7,"0005604",5,"D","6","7"
7,"0005605",1,"G","3","5"
7,"0005607",5,"I","7","7"
7,"0005611",3,"M","7","1"
7,"0005613",1,"I","2","5"
7,"0005614",1,"G","1","5"
7,"0005615",1,"F","2","5"
7,"0005616",1,"G","2","5"
7,"0005617",1,"K","3","5"
7,"0005618",1,"O","1","1"
7,"0005620",1,"D","5","6"
7,"0005622",1,"N","2","1"
7,"0005623",1,"D","6","7"
7,"0005626",1,"O","4","1"
7,"0005627",3,"L","9","1"
7,"0005628",1,"K","1","3"
7,"0005629",1,"K","1","3"
7,"0005631",1,"D","3","6"
7,"0005632",1,"O","1","4"
7,"0005633",1,"I","5","7"
7,"0005634",1,"K","1","3"
7,"0005635",1,"G","9","9"
7,"0005637",1,"G","1","2"
7,"0005639",1,"F","2","5"
7,"0005641",1,"F","1","3"
7,"0005644",1,"H","1","4"
7,"0005645",1,"D","1","3"
7,"0005649",1,"D","3","4"
7,"0005650",1,"D","2","5"
7,"0005651",1,"I","4","5"
7,"0005652",1,"I","4","6"
7,"0005653",1,"D","1","4"
7,"0005656",1,"H","1","4"
7,"0005661",1,"K","3","4"
7,"0005664",1,"I","1","4"
7,"0005665",1,"D","4","6"
7,"0005668",1,"D","3","6"
7,"0005669",1,"D","4","6"
7,"0005670",1,"D","8","8"
7,"0005671",1,"G","2","6"
7,"0005674",1,"G","1","5"
7,"0005675",1,"G","5","7"
7,"0005676",2,"K","7","7"
7,"0005683",1,"J","4","1"
7,"0005684",1,"F","3","5"
7,"0005688",3,"O","5","1"
7,"0005691",1,"G","6","7"
7,"0005694",1,"J","6","1"
7,"0005704",1,"K","4","8"
7,"0005705",1,"G","4","6"
7,"0005707",5,"D","8","8"
7,"0005708",1,"I","1","4"
7,"0005710",3,"K","5","6"
7,"0005712",1,"D","1","4"
7,"0005713",1,"G","1","4"
7,"0005716",1,"A","5","6"
7,"0005718",1,"F","3","5"
7,"0005721",5,"J","5","1"
7,"0005723",1,"G","6","7"
7,"0005724",1,"F","4","6"
7,"0005727",1,"I","1","5"
7,"0005728",1,"G","3","6"
7,"0005729",3,"L","7","1"
7,"0005730",1,"D","1","3"
7,"0005731",1,"E","4","6"
7,"0005733",3,"L","8","1"
7,"0005734",1,"G","1","5"
7,"0005735",1,"G","2","5"
7,"0005736",1,"D","3","5"
7,"0005737",1,"G","2","5"
7,"0005738",1,"F","8","8"
7,"0005739",3,"L","7","1"
7,"0005748",1,"G","2","5"
7,"0005750",1,"G","1","5"
7,"0005753",2,"A","5","6"
7,"0005754",3,"M","5","1"
7,"0005756",1,"G","1","4"
7,"0005757",1,"A","3","5"
7,"0005758",1,"D","4","5"
7,"0005759",1,"K","4","6"
7,"0005760",1,"D","5","6"
7,"0005762",1,"K","3","5"
7,"0005763",5,"F","6","7"
7,"0005765",1,"D","6","6"
7,"0005767",1,"G","4","7"
7,"0005768",1,"D","7","8"
7,"0005770",1,"F","1","4"
7,"0005771",1,"I","3","5"
7,"0005773",5,"D","9","8"
7,"0005776",3,"L","7","1"
7,"0005777",1,"D","3","5"
7,"0005779",1,"G","1","4"
7,"0005782",1,"D","2","5"
7,"0005785",1,"K","3","6"
7,"0005786",1,"D","1","4"
7,"0005787",1,"F","1","2"
7,"0005789",1,"K","1","3"
7,"0005795",3,"L","9","1"
7,"0005798",1,"K","4","5"
7,"0005802",1,"I","3","5"
7,"0005804",1,"I","2","5"
7,"0005805",1,"D","5","7"
7,"0005806",5,"D","7","7"
7,"0005807",3,"N","9","1"
7,"0005811",1,"G","1","4"
7,"0005812",3,"M","6","1"
7,"0005813",1,"G","5","7"
7,"0005814",1,"I","3","5"
7,"0005816",1,"F","3","5"
7,"0005819",1,"I","1","4"
7,"0005820",1,"D","4","6"
7,"0005821",3,"O","6","7"
7,"0005822",5,"G","3","7"
7,"0005824",1,"D","1","3"
7,"0005825",1,"F","4","6"
7,"0005826",1,"D","4","6"
7,"0005827",1,"N","6","1"
7,"0005828",1,"O","1","1"
7,"0005829",1,"K","1","4"
7,"0005830",1,"D","1","4"
7,"0005834",1,"K","4","5"
7,"0005836",1,"G","6","8"
7,"0005838",1,"G","1","4"
7,"0005846",1,"O","5","1"
7,"0005851",1,"I","4","5"
7,"0005852",1,"O","1","1"
7,"0005853",1,"G","2","5"
7,"0005857",1,"F","1","3"
7,"0005860",5,"K","3","5"
7,"0005862",1,"G","5","7"
7,"0005863",1,"K","1","5"
7,"0005864",1,"D","4","6"
7,"0005865",1,"K","2","4"
7,"0005866",1,"F","4","6"
7,"0005868",1,"D","5","6"
7,"0005871",1,"D","7","8"
7,"0005872",1,"G","3","6"
7,"0005875",2,"D","5","7"
7,"0005877",3,"K","4","5"
7,"0005878",1,"E","1","2"
7,"0005879",1,"G","4","6"
7,"0005880",1,"N","3","1"
7,"0005881",1,"I","6","8"
7,"0005882",1,"D","7","7"
7,"0005883",3,"I","5","6"
7,"0005885",1,"I","1","4"
7,"0005886",1,"G","4","5"
7,"0005887",1,"H","4","5"
7,"0005888",1,"I","4","6"
7,"0005889",1,"D","8","8"
7,"0005890",1,"G","4","7"
7,"0005891",1,"N","5","1"
7,"0005894",1,"K","4","5"
7,"0005897",1,"N","5","1"
7,"0005898",5,"F","1","5"
7,"0005901",1,"I","1","4"
7,"0005903",1,"F","2","4"
7,"0005905",1,"D","1","4"
7,"0005907",1,"D","2","4"
7,"0005908",1,"D","9","9"
7,"0005912",1,"G","3","5"
7,"0005913",1,"O","1","1"
7,"0005914",1,"I","3","6"
7,"0005916",1,"K","2","4"
7,"0005919",1,"D","7","8"
7,"0005920",1,"H","2","1"
7,"0005922",1,"O","4","1"
7,"0005923",3,"N","9","1"
7,"0005924",1,"D","3","5"
7,"0005927",1,"K","5","6"
7,"0005928",1,"D","3","5"
7,"0005929",1,"D","3","5"
7,"0005930",1,"G","7","9"
7,"0005931",1,"G","1","2"
7,"0005933",1,"D","4","6"
7,"0005934",5,"D","6","8"
7,"0005937",1,"N","2","5"
7,"0005939",1,"F","3","5"
7,"0005942",1,"G","1","5"
7,"0005943",1,"F","1","4"
7,"0005944",1,"F","1","4"
7,"0005945",3,"L","7","1"
7,"0005946",1,"D","6","7"
7,"0005947",5,"G","7","8"
7,"0005949",1,"J","3","1"
7,"0005951",5,"G","9","8"
7,"0005953",1,"H","1","4"
7,"0005955",3,"L","8","1"
7,"0005956",1,"F","3","4"
7,"0005957",1,"K","8","7"
7,"0005958",1,"G","1","4"
7,"0005959",1,"F","2","5"
7,"0005961",1,"I","5","7"
7,"0005962",1,"K","4","5"
7,"0005965",1,"O","1","1"
7,"0005970",5,"D","4","6"
7,"0005971",2,"I","6","7"
7,"0005972",1,"F","1","4"
7,"0005973",1,"G","2","5"
7,"0005974",3,"L","8","1"
7,"0005975",1,"N","1","4"
7,"0005976",1,"O","1","1"
7,"0005977",1,"G","2","6"
7,"0005978",1,"F","3","6"
7,"0005979",1,"K","1","3"
7,"0005982",5,"D","4","6"
7,"0005983",1,"G","1","4"
7,"0005984",1,"K","1","2"
7,"0005988",5,"D","7","9"
7,"0005992",1,"A","2","5"
7,"0005993",1,"G","2","5"
7,"0005995",5,"F","5","6"
7,"0005996",1,"D","6","7"
7,"0005998",5,"D","7","7"
7,"0005999",1,"I","2","5"
7,"0006001",1,"D","7","7"
7,"0006004",1,"O","1","1"
7,"0006006",1,"A","1","2"
7,"0006007",1,"D","2","4"
7,"0006008",1,"F","4","6"
7,"0006009",1,"O","9","8"
7,"0006010",1,"K","3","5"
7,"0006011",1,"G","2","6"
7,"0006013",1,"G","6","7"
7,"0006014",1,"I","1","4"
7,"0006024",1,"G","4","6"
7,"0006027",3,"L","8","1"
7,"0006028",1,"H","7","8"
7,"0006031",1,"D","7","7"
7,"0006033",1,"I","1","3"
7,"0006034",1,"K","2","5"
7,"0006035",1,"G","2","6"
7,"0006037",1,"O","5","1"
7,"0006039",2,"I","9","9"
7,"0006040",1,"H","2","5"
7,"0006044",1,"N","4","1"
7,"0006046",1,"D","2","5"
7,"0006047",1,"O","1","1"
7,"0006049",3,"K","2","5"
7,"0006050",1,"H","4","6"
7,"0006051",1,"N","2","5"
7,"0006053",3,"L","9","1"
7,"0006054",1,"F","4","6"
7,"0006056",1,"I","1","2"
7,"0006057",1,"I","7","7"
7,"0006059",1,"K","2","4"
7,"0006060",1,"N","2","1"
7,"0006062",1,"K","3","6"
7,"0006065",1,"G","7","8"
7,"0006071",3,"L","9","1"
7,"0006073",5,"K","5","7"
7,"0006074",1,"D","4","6"
7,"0006075",1,"G","1","4"
7,"0006076",1,"G","1","4"
7,"0006079",1,"K","3","5"
7,"0006080",3,"O","5","1"
7,"0006084",1,"H","4","5"
7,"0006085",1,"G","4","6"
7,"0006087",1,"N","2","1"
7,"0006089",3,"L","6","1"
7,"0006090",1,"D","3","5"
7,"0006091",1,"H","3","5"
7,"0006092",1,"O","5","1"
7,"0006093",1,"G","1","4"
7,"0006094",1,"D","6","6"
7,"0006097",1,"I","3","5"
7,"0006102",1,"I","8","8"
7,"0006103",1,"F","4","6"
7,"0006105",1,"K","3","6"
7,"0006106",1,"H","1","2"
7,"0006107",5,"D","8","8"
7,"0006110",1,"G","1","4"
7,"0006111",1,"H","1","4"
7,"0006112",5,"G","6","8"
7,"0006114",1,"D","1","4"
7,"0006117",1,"I","5","6"
7,"0006121",1,"N","1","4"
7,"0006124",1,"K","1","5"
7,"0006125",5,"D","8","8"
7,"0006127",1,"F","3","5"
7,"0006128",1,"A","1","4"
7,"0006130",3,"L","7","1"
7,"0006131",1,"G","4","6"
7,"0006134",1,"I","7","7"
7,"0006135",1,"D","1","4"
7,"0006139",1,"A","1","3"
7,"0006140",3,"L","7","1"
7,"0006141",1,"D","1","5"
7,"0006143",1,"G","2","5"
7,"0006146",1,"G","1","2"
7,"0006149",1,"G","4","6"
7,"0006152",1,"D","8","8"
7,"0006153",1,"G","2","5"
7,"0006154",1,"D","2","5"
7,"0006155",1,"K","8","8"
7,"0006156",1,"G","1","4"
7,"0006157",1,"D","6","7"
7,"0006159",1,"K","3","5"
7,"0006161",1,"N","1","4"
7,"0006162",1,"A","1","4"
7,"0006163",1,"O","1","1"
7,"0006172",1,"F","4","6"
7,"0006174",1,"D","7","7"
7,"0006179",1,"N","4","1"
7,"0006180",1,"G","4","7"
7,"0006181",2,"E","9","9"
7,"0006182",3,"L","7","1"
7,"0006184",1,"D","4","6"
7,"0006188",1,"D","3","6"
7,"0006190",5,"F","7","8"
7,"0006191",1,"K","1","4"
7,"0006193",1,"N","4","1"
7,"0006195",1,"K","2","4"
7,"0006196",1,"D","3","5"
7,"0006200",1,"O","1","3"
7,"0006201",1,"D","5","7"
7,"0006202",1,"D","1","3"
7,"0006204",1,"O","3","5"
7,"0006207",1,"K","4","6"
7,"0006208",3,"M","5","1"
7,"0006209",1,"G","1","3"
7,"0006210",1,"O","5","1"
7,"0006211",1,"G","2","5"
7,"0006212",1,"I","3","5"
7,"0006214",1,"F","2","4"
7,"0006216",1,"K","1","4"
7,"0006217",1,"H","5","6"
7,"0006218",5,"K","7","7"
7,"0006220",1,"J","6","1"
7,"0006230",1,"O","1","1"
7,"0006231",1,"D","3","5"
7,"0006232",1,"K","1","4"
7,"0006235",1,"K","1","6"
7,"0006236",1,"K","4","5"
7,"0006239",3,"N","7","1"
7,"0006241",1,"G","1","4"
7,"0006242",1,"D","5","6"
7,"0006243",1,"J","8","1"
7,"0006244",1,"G","4","6"
7,"0006245",1,"D","3","5"
7,"0006246",1,"D","5","7"
7,"0006251",2,"H","8","7"
7,"0006253",1,"F","3","5"
7,"0006254",1,"N","8","7"
7,"0006255",3,"N","7","1"
7,"0006258",1,"I","1","5"
7,"0006260",1,"D","4","6"
7,"0006264",1,"O","1","2"
7,"0006267",1,"D","4","6"
7,"0006268",1,"H","1","4"
7,"0006270",1,"D","4","6"
7,"0006272",3,"L","8","1"
7,"0006273",1,"G","1","5"
7,"0006274",1,"O","3","4"
7,"0006275",1,"D","4","6"
7,"0006276",1,"G","4","5"
7,"0006278",1,"I","1","3"
